device_id,identity,bank,device_fingerprint,gpu_renderers,screen,os,browser,ips,country,countryCode,region,regionName,city,zip,lat,lon,timezone,mobile,proxy,hosting
f8a16f59-2214-4bdd-98b3-018405758d33,-,Bank10,79f3862c68-9ec7fe9b41-4e81f224c7-d3277d9dd0,Intel(R) HD Graphics 515 Direct3D11 ,"(1280, 720, 24)",Windows 10,Chrome 78.0.3904,79.99.107.134,Russia,RU,MOW,Moscow,Moscow,144700,55.7558,37.6173,Europe/Moscow,false,false,false
f8a16f59-2214-4bdd-98b3-018405758d33,38e3a3139448cac457be3e8c87bb784d2b9f39eb,Bank10,79f3862c68-9ec7fe9b41-4e81f224c7-d3277d9dd0,Intel(R) HD Graphics 515 Direct3D11 ,"(1280, 720, 24)",Windows 10,Chrome 77.0.3865,79.99.107.134,Russia,RU,MOW,Moscow,Moscow,144700,55.7558,37.6173,Europe/Moscow,false,false,false
f8a16f59-2214-4bdd-98b3-018405758d33,fa2a905ebe10d624a5be40bfe81766e0282dd374,Bank10,79f3862c68-9ec7fe9b41-4e81f224c7-d3277d9dd0,Intel(R) HD Graphics 515 Direct3D11 ,"(1280, 720, 24)",Windows 10,Chrome 77.0.3865,79.99.107.134,Russia,RU,MOW,Moscow,Moscow,144700,55.7558,37.6173,Europe/Moscow,false,false,false
f8a16f59-2214-4bdd-98b3-018405758d33,38e3a3139448cac457be3e8c87bb784d2b9f39eb,Bank10,79f3862c68-9ec7fe9b41-4e81f224c7-d3277d9dd0,Intel(R) HD Graphics 515 Direct3D11 ,"(1280, 720, 24)",Windows 10,Chrome 79.0.3945,5.18.248.133,Russia,RU,SPE,St.-Petersburg,St Petersburg,191015,59.9417,30.3096,Europe/Moscow,false,false,false
f8a16f59-2214-4bdd-98b3-018405758d33,38e3a3139448cac457be3e8c87bb784d2b9f39eb,Bank10,79f3862c68-9ec7fe9b41-4e81f224c7-d3277d9dd0,Intel(R) HD Graphics 515 Direct3D11 ,"(1280, 720, 24)",Windows 10,Chrome 79.0.3945,79.99.107.134,Russia,RU,MOW,Moscow,Moscow,144700,55.7558,37.6173,Europe/Moscow,false,false,false
f8a16f59-2214-4bdd-98b3-018405758d33,fa2a905ebe10d624a5be40bfe81766e0282dd374,Bank10,79f3862c68-9ec7fe9b41-4e81f224c7-d3277d9dd0,Intel(R) HD Graphics 515 Direct3D11 ,"(1280, 720, 24)",Windows 10,Chrome 79.0.3945,79.99.107.134,Russia,RU,MOW,Moscow,Moscow,144700,55.7558,37.6173,Europe/Moscow,false,false,false
f8a16f59-2214-4bdd-98b3-018405758d33,fa2a905ebe10d624a5be40bfe81766e0282dd374,Bank10,79f3862c68-9ec7fe9b41-4e81f224c7-d3277d9dd0,Intel(R) HD Graphics 515 Direct3D11 ,"(1280, 720, 24)",Windows 10,Chrome 79.0.3945,5.18.248.133,Russia,RU,SPE,St.-Petersburg,St Petersburg,191015,59.9417,30.3096,Europe/Moscow,false,false,false
f8a16f59-2214-4bdd-98b3-018405758d33,38e3a3139448cac457be3e8c87bb784d2b9f39eb,Bank10,79f3862c68-9ec7fe9b41-4e81f224c7-d3277d9dd0,Intel(R) HD Graphics 515 Direct3D11 ,"(1280, 720, 24)",Windows 10,Chrome 78.0.3904,5.18.235.235,Russia,RU,SPE,St.-Petersburg,St Petersburg,191015,59.9417,30.3096,Europe/Moscow,false,false,false
f8a16f59-2214-4bdd-98b3-018405758d33,fa2a905ebe10d624a5be40bfe81766e0282dd374,Bank10,79f3862c68-9ec7fe9b41-4e81f224c7-d3277d9dd0,Intel(R) HD Graphics 515 Direct3D11 ,"(1280, 720, 24)",Windows 10,Chrome 78.0.3904,5.18.235.235,Russia,RU,SPE,St.-Petersburg,St Petersburg,191015,59.9417,30.3096,Europe/Moscow,false,false,false
f8a16f59-2214-4bdd-98b3-018405758d33,fa2a905ebe10d624a5be40bfe81766e0282dd374,Bank10,79f3862c68-9ec7fe9b41-4e81f224c7-d3277d9dd0,Intel(R) HD Graphics 515 Direct3D11 ,"(1280, 720, 24)",Windows 10,Chrome 79.0.3945,217.66.152.96,Russia,RU,SPE,St.-Petersburg,St Petersburg,191015,59.9417,30.3096,Europe/Moscow,true,false,false
f957afe7-a259-4380-b2bb-239887cc72a8,37294473,Bank1,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.15.1,Chrome 78.0.3904,185.97.201.89,Russia,RU,SPE,St.-Petersburg,St Petersburg,190000,59.8983,30.2618,Europe/Moscow,false,false,false
fc872d2c-6021-4659-950f-05fa370a2aa5,67853893,Bank1,6413e837d3-987e3415d7-d623bd6f2d-27c94f86d9,Apple GPU,"(812, 375, 32)",iOS 13.1.3,Mobile Safari 13.0.1,31.173.80.110,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
fc872d2c-6021-4659-950f-05fa370a2aa5,-,Bank1,6413e837d3-987e3415d7-d623bd6f2d-27c94f86d9,Apple GPU,"(812, 375, 32)",iOS 13.1.3,Mobile Safari 13.0.1,185.155.18.41,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,false,false,false
fcd86f9c-d4e4-49bd-876b-8c92be2978d6,ce639ec37978863a9050c2669b57da3ef1aa970b,Bank10,79f3862c68-0e966a885e-14beccd0a0-009fdfa3aa,Intel(R) HD Graphics 620 Direct3D11 ,"(1600, 900, 24)",Windows 10,Chrome 79.0.3945,85.114.27.150,Russia,RU,SPE,St.-Petersburg,St Petersburg,190971,59.8983,30.2618,Europe/Moscow,false,true,false
fcd86f9c-d4e4-49bd-876b-8c92be2978d6,fe593f13a0a4444f16197a3ca85563ce69c2ad4b,Bank10,79f3862c68-0e966a885e-14beccd0a0-009fdfa3aa,Intel(R) HD Graphics 620 Direct3D11 ,"(1600, 900, 24)",Windows 10,Chrome 79.0.3945,85.114.27.150,Russia,RU,SPE,St.-Petersburg,St Petersburg,190971,59.8983,30.2618,Europe/Moscow,false,true,false
fd41e08f-6543-4246-aad3-49e1b36974ea,56694647,Bank1,6413e837d3-987e3415d7-d623bd6f2d-27c94f86d9,Apple GPU,"(812, 375, 32)",iOS 13.3,Chrome Mobile iOS 79.0.3945,94.25.179.134,Russia,RU,CHE,Chelyabinsk Oblast,Chelyabinsk,454085,55.1553,61.4313,Asia/Yekaterinburg,true,false,false
fd41e08f-6543-4246-aad3-49e1b36974ea,56694647,Bank1,6413e837d3-987e3415d7-d623bd6f2d-27c94f86d9,"Apple A11 GPU,Apple GPU","(812, 375, 32)",iOS 13.3,Chrome Mobile iOS 79.0.3945,94.25.179.132,Russia,RU,CHE,Chelyabinsk Oblast,Chelyabinsk,454085,55.1553,61.4313,Asia/Yekaterinburg,true,false,false
fd41e08f-6543-4246-aad3-49e1b36974ea,56694647,Bank1,6413e837d3-987e3415d7-d623bd6f2d-27c94f86d9,Apple A11 GPU,"(812, 375, 32)",iOS 12.1,Chrome Mobile iOS 77.0.3865,94.25.179.51,Russia,RU,SVE,Sverdlovsk Oblast,Yekaterinburg,620000,56.8439,60.6524,Asia/Yekaterinburg,true,false,false
fd41e08f-6543-4246-aad3-49e1b36974ea,56694647,Bank1,6413e837d3-987e3415d7-d623bd6f2d-27c94f86d9,Apple A11 GPU,"(812, 375, 32)",iOS 12.1,Chrome Mobile iOS 77.0.3865,104.248.45.63,Germany,DE,HE,Hesse,Frankfurt am Main,60341,50.1169,8.6837,Europe/Berlin,false,false,true
fd41e08f-6543-4246-aad3-49e1b36974ea,56694647,Bank1,6413e837d3-987e3415d7-d623bd6f2d-27c94f86d9,Apple GPU,"(812, 375, 32)",iOS 13.3,Chrome Mobile iOS 79.0.3945,94.25.179.57,Russia,RU,SVE,Sverdlovsk Oblast,Yekaterinburg,620000,56.8439,60.6524,Asia/Yekaterinburg,true,false,false
fd41e08f-6543-4246-aad3-49e1b36974ea,56694647,Bank1,6413e837d3-987e3415d7-d623bd6f2d-27c94f86d9,Apple GPU,"(812, 375, 32)",iOS 13.3,Chrome Mobile iOS 79.0.3945,94.25.179.214,Russia,RU,CHE,Chelyabinsk Oblast,Chelyabinsk,454085,55.1553,61.4313,Asia/Yekaterinburg,true,false,false
fd41e08f-6543-4246-aad3-49e1b36974ea,56694647,Bank1,6413e837d3-987e3415d7-d623bd6f2d-27c94f86d9,Apple A11 GPU,"(812, 375, 32)",iOS 12.1,Chrome Mobile iOS 77.0.3865,94.25.179.118,Russia,RU,SVE,Sverdlovsk Oblast,Yekaterinburg,620000,56.8439,60.6524,Asia/Yekaterinburg,true,false,false
fd757c17-d426-49b1-beb6-028afa092ab1,37294473,Bank1,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.15.1,Chrome 78.0.3904,217.66.152.216,Russia,RU,SPE,St.-Petersburg,St Petersburg,191015,59.9417,30.3096,Europe/Moscow,true,false,false
0346a33f-a178-43ce-abf1-7b9d529f13a4,-,Bank9,00C0AFC93F2D10172DB02EF48384AB6BE0DB3519,-,"(640, 360, 24)",Android ,Chrome Mobile WebView 79.0.3945,213.87.136.186,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0346a33f-a178-43ce-abf1-7b9d529f13a4,0004dcae0b5342c42c060fa0bde43c087ff728b7,Bank9,00C0AFC93F2D10172DB02EF48384AB6BE0DB3519,-,"(640, 360, 24)",Android ,Chrome Mobile WebView 79.0.3945,85.140.56.179,Russia,RU,KLU,Kaluga Oblast,Kaluga,248000,54.5308,36.2699,Europe/Moscow,false,false,false
0346a33f-a178-43ce-abf1-7b9d529f13a4,0004dcae0b5342c42c060fa0bde43c087ff728b7,Bank9,00C0AFC93F2D10172DB02EF48384AB6BE0DB3519,-,"(640, 360, 24)",Android ,Chrome Mobile WebView 78.0.3904,213.87.155.111,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0346a33f-a178-43ce-abf1-7b9d529f13a4,0004dcae0b5342c42c060fa0bde43c087ff728b7,Bank9,00C0AFC93F2D10172DB02EF48384AB6BE0DB3519,-,"(640, 360, 24)",Android ,Chrome Mobile WebView 79.0.3945,85.140.56.183,Russia,RU,KLU,Kaluga Oblast,Kaluga,248000,54.5308,36.2699,Europe/Moscow,false,false,false
0346a33f-a178-43ce-abf1-7b9d529f13a4,0004dcae0b5342c42c060fa0bde43c087ff728b7,Bank9,00C0AFC93F2D10172DB02EF48384AB6BE0DB3519,-,"(640, 360, 24)",Android ,Chrome Mobile WebView 78.0.3904,85.140.56.186,Russia,RU,KLU,Kaluga Oblast,Kaluga,248000,54.5308,36.2699,Europe/Moscow,false,false,false
0379b9a6-c38f-4380-8998-8ee9e63e9e22,0002f6d69f6795f79e5959eb851a478c04c0a39f,Bank8,97d6f154-8aee-4b3f-af12-0c72947ef61e,-,"(1024, 768, 32)",iOS 12.4.4,Mobile Safari UI/WKWebView 12.4.4,128.71.116.69,Russia,RU,SAM,Samara Oblast,Tolyatti,445004,53.5333,49.3818,Europe/Samara,false,false,false
0379b9a6-c38f-4380-8998-8ee9e63e9e22,-,Bank8,97d6f154-8aee-4b3f-af12-0c72947ef61e,-,"(1024, 768, 32)",iOS 12.4.2,Mobile Safari UI/WKWebView 12.4.2,128.70.108.50,Russia,RU,MOW,Moscow,Moscow,,55.7569,37.7005,Europe/Moscow,false,false,false
0379b9a6-c38f-4380-8998-8ee9e63e9e22,-,Bank8,97d6f154-8aee-4b3f-af12-0c72947ef61e,-,"(1024, 768, 32)",iOS 12.4.4,Mobile Safari UI/WKWebView 12.4.4,128.71.116.69,Russia,RU,SAM,Samara Oblast,Tolyatti,445004,53.5333,49.3818,Europe/Samara,false,false,false
0379b9a6-c38f-4380-8998-8ee9e63e9e22,0002f6d69f6795f79e5959eb851a478c04c0a39f,Bank8,97d6f154-8aee-4b3f-af12-0c72947ef61e,-,"(1024, 768, 32)",iOS 12.4.4,Mobile Safari UI/WKWebView 12.4.4,128.71.201.163,Russia,RU,SAM,Samara Oblast,Samara,404146,53.2061,50.1509,Europe/Samara,false,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,-,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.100,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,2fcb03b4876f30c622484a705dcab15d02f286ca,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.225,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,212cd9ab9320161d0250d497eb4f78c524436891,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.205,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,a72e8b127d25a23952b3ec76c2b645ddab0e9a84,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.205,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,c91752e0452cac4ce9440d68c57734e7ccffe712,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 78.0.3904,109.197.204.3,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,-,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 79.0.3945,109.197.204.179,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,-,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 79.0.3945,213.87.152.127,Russia,RU,MOW,Moscow,Moscow,129075,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,-,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 78.0.3904,109.197.204.54,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,ef68388e5ad67678d647e4e1cb1ba217329700b9,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.205,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,-,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.189,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,f5ad0df2e9ee12a63c42b7e021a6a862c66d625d,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 79.0.3945,109.197.204.222,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,17cbf689f8a8f9260e866938285c74ead5153bcb,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 79.0.3945,109.197.204.92,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,a678c84106e9d66fbe4f28b82f7ac8cb3c54d6dc,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 79.0.3945,109.197.204.92,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,4a57fd4eb99fa499ecef15b14fe5a5edbea490b4,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 78.0.3904,109.197.204.54,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,-,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.205,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,2e3bcc99cc82d65a857d2e3e12c3efce03551fde,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 78.0.3904,109.197.204.54,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,d09b637df176da9388624a74c4740ecdc1522358,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 78.0.3904,109.197.204.190,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,36a1c5cc65c57cb6ad29ee8593a484182b5976ee,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 79.0.3945,213.87.152.127,Russia,RU,MOW,Moscow,Moscow,129075,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,a355daebf9eee995a77fd91602d3f86a49da727c,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 79.0.3945,213.87.152.127,Russia,RU,MOW,Moscow,Moscow,129075,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,-,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 79.0.3945,109.197.204.91,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,a3fe44fa55a459854307255376c510bebb24ea28,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.15,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,-,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 78.0.3904,109.197.204.135,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,72ea52d509648c35511490abcde130f1ca8ce8ce,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.61,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,29f5d34d4e13da24a9a4b40acaf2e2f74d9fd46e,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.61,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,cbf22c4142560253d8857036f3b4dfe2572bf5bc,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.15,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,4718aa073b08c746ef7a652116da646519eb34a0,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.15,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,9250ef4b04fb36101273867d4a333918dd20bba0,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,213.87.153.225,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,9250ef4b04fb36101273867d4a333918dd20bba0,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.141,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,-,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 78.0.3904,109.197.204.229,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,0004dcae0b5342c42c060fa0bde43c087ff728b7,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 78.0.3904,109.197.204.135,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,3c60747466c362941c9afe7af2149bd0ba477988,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 78.0.3904,109.197.204.54,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,d89c9370785c4d64fbe8a5eb631cc3a12cc32b95,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 79.0.3945,213.87.154.106,Russia,RU,MOW,Moscow,Moscow,125315,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,4718aa073b08c746ef7a652116da646519eb34a0,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.225,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,-,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 78.0.3904,109.197.204.214,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,-,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 79.0.3945,213.87.155.241,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,-,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 78.0.3904,109.197.204.190,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,2fcb03b4876f30c622484a705dcab15d02f286ca,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.189,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,1acbe4d89948868555abd139ccdab04654c409eb,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.189,Russia,RU,LIP,Lipetsk Oblast,Lipetsk,398002,52.5882,39.6023,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,-,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.1,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,83456fb69abd009618ded6a3a9490b8d0f349a64,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 78.0.3904,109.197.204.61,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,d211e32df03d271b931ec088ba29062da34621b6,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.37,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,77bdcb14351883db2372404d43d16f9c9e8af9c1,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 79.0.3945,213.87.131.21,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,-,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.61,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
0e1cf08b-671a-4444-b937-05b673c24b02,ddbaa27873b9e36f0a4ec1f7a3a3a98595b4b44c,Bank9,1928f95c59-a1ec271658-d77bb43915-66ae47db59,Mali-T830,"(960, 600, 24)",Android 8.0.0,Chrome 77.0.3865,109.197.204.15,Russia,RU,MOW,Moscow,Moscow,127434,55.7483,37.6171,Europe/Moscow,true,false,false
